Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
84,"SHA-2 128-bit, robust",4.051,95.697,6.029,105.777
85,"SHA-2 128-bit, robust",3.983,94.818,5.807,104.608
86,"SHA-2 128-bit, robust",3.987,96.046,5.883,105.915
87,"SHA-2 128-bit, robust",3.964,95.082,5.867,104.913
88,"SHA-2 128-bit, robust",3.981,96.269,6.088,106.339
89,"SHA-2 128-bit, robust",4.013,95.310,5.689,105.012
90,"SHA-2 128-bit, robust",3.951,95.920,5.885,105.756
91,"SHA-2 128-bit, robust",3.958,94.949,5.879,104.787
92,"SHA-2 128-bit, robust",3.958,96.168,6.147,106.274
93,"SHA-2 128-bit, robust",3.974,94.999,5.821,104.794
94,"SHA-2 128-bit, robust",3.954,95.929,5.782,105.665
95,"SHA-2 128-bit, robust",3.974,95.213,5.822,105.008
96,"SHA-2 128-bit, robust",3.970,95.900,6.037,105.907
97,"SHA-2 128-bit, robust",3.980,95.496,5.985,105.461
98,"SHA-2 128-bit, robust",4.018,96.873,5.789,106.680
99,"SHA-2 128-bit, robust",3.990,95.165,5.995,105.150
100,"SHA-2 128-bit, robust",3.973,96.287,5.975,106.235
