Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
43,"SHA-2 128-bit, standard, robust",250.267,2120.914,2.083,2373.264
44,"SHA-2 128-bit, standard, robust",247.743,2113.404,2.079,2363.227
45,"SHA-2 128-bit, standard, robust",248.206,2123.056,1.945,2373.206
46,"SHA-2 128-bit, standard, robust",247.866,2142.674,1.939,2392.480
47,"SHA-2 128-bit, standard, robust",249.407,2126.592,2.020,2378.019
48,"SHA-2 128-bit, standard, robust",251.188,2120.029,2.067,2373.284
49,"SHA-2 128-bit, standard, robust",248.391,2114.326,2.081,2364.797
50,"SHA-2 128-bit, standard, robust",249.132,2114.166,1.977,2365.274
51,"SHA-2 128-bit, standard, robust",248.210,2114.472,2.028,2364.710
52,"SHA-2 128-bit, standard, robust",247.744,2116.677,1.989,2366.410
53,"SHA-2 128-bit, standard, robust",249.397,2112.950,2.055,2364.402
54,"SHA-2 128-bit, standard, robust",247.508,2117.937,2.073,2367.518
55,"SHA-2 128-bit, standard, robust",248.626,2116.657,2.035,2367.318
56,"SHA-2 128-bit, standard, robust",248.208,2116.135,1.957,2366.300
57,"SHA-2 128-bit, standard, robust",248.576,2115.066,2.014,2365.656
58,"SHA-2 128-bit, standard, robust",248.315,2117.767,2.007,2368.089
59,"SHA-2 128-bit, standard, robust",247.906,2113.907,2.015,2363.828
60,"SHA-2 128-bit, standard, robust",249.302,2115.735,2.011,2367.048
61,"SHA-2 128-bit, standard, robust",248.090,2114.411,1.957,2364.458
62,"SHA-2 128-bit, standard, robust",248.544,2121.533,2.143,2372.220
63,"SHA-2 128-bit, standard, robust",248.827,2117.533,1.898,2368.258
64,"SHA-2 128-bit, standard, robust",248.671,2119.136,2.050,2369.858
65,"SHA-2 128-bit, standard, robust",248.318,2124.627,1.970,2374.916
66,"SHA-2 128-bit, standard, robust",248.353,2117.885,1.993,2368.230
67,"SHA-2 128-bit, standard, robust",249.093,2125.166,2.037,2376.296
68,"SHA-2 128-bit, standard, robust",248.849,2119.597,2.013,2370.459
69,"SHA-2 128-bit, standard, robust",248.462,2123.144,2.046,2373.652
70,"SHA-2 128-bit, standard, robust",250.580,2131.346,2.010,2383.936
71,"SHA-2 128-bit, standard, robust",247.496,2130.852,2.055,2380.403
72,"SHA-2 128-bit, standard, robust",249.292,2118.709,2.107,2370.108
73,"SHA-2 128-bit, standard, robust",248.849,2118.058,1.956,2368.863
74,"SHA-2 128-bit, standard, robust",249.854,2121.929,2.040,2373.822
75,"SHA-2 128-bit, standard, robust",248.383,2125.605,2.037,2376.025
76,"SHA-2 128-bit, standard, robust",248.598,2122.716,2.028,2373.343
77,"SHA-2 128-bit, standard, robust",249.896,2121.438,1.948,2373.283
78,"SHA-2 128-bit, standard, robust",250.484,2140.456,2.016,2392.956
79,"SHA-2 128-bit, standard, robust",248.675,2154.561,2.088,2405.325
80,"SHA-2 128-bit, standard, robust",250.278,2120.123,2.082,2372.483
81,"SHA-2 128-bit, standard, robust",248.799,2132.281,2.142,2383.222
82,"SHA-2 128-bit, standard, robust",248.489,2124.208,2.049,2374.746
83,"SHA-2 128-bit, standard, robust",249.666,2116.053,2.087,2367.805
84,"SHA-2 128-bit, standard, robust",248.397,2115.895,1.992,2366.284
85,"SHA-2 128-bit, standard, robust",248.019,2120.519,2.035,2370.573
86,"SHA-2 128-bit, standard, robust",247.602,2123.966,2.053,2373.621
87,"SHA-2 128-bit, standard, robust",250.107,2127.303,2.151,2379.561
88,"SHA-2 128-bit, standard, robust",248.265,2125.339,1.996,2375.601
89,"SHA-2 128-bit, standard, robust",247.940,2119.736,2.025,2369.700
90,"SHA-2 128-bit, standard, robust",249.443,2134.396,2.063,2385.903
91,"SHA-2 128-bit, standard, robust",248.247,2118.765,2.049,2369.062
92,"SHA-2 128-bit, standard, robust",249.656,2124.635,2.135,2376.426
93,"SHA-2 128-bit, standard, robust",250.087,2118.985,2.013,2371.085
94,"SHA-2 128-bit, standard, robust",251.928,2122.083,2.042,2376.053
95,"SHA-2 128-bit, standard, robust",249.268,2120.948,2.216,2372.432
96,"SHA-2 128-bit, standard, robust",249.303,2118.472,2.096,2369.871
97,"SHA-2 128-bit, standard, robust",255.053,2174.958,1.975,2431.986
98,"SHA-2 128-bit, standard, robust",253.440,2147.950,2.009,2403.400
99,"SHA-2 128-bit, standard, robust",251.358,2150.653,2.000,2404.010
100,"SHA-2 128-bit, standard, robust",251.287,2152.491,1.954,2405.733
