Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
55,"SHA-2_256-bit, robust",21.041,431.868,11.556,464.464
56,"SHA-2_256-bit, robust",21.263,447.968,14.396,483.628
57,"SHA-2_256-bit, robust",23.567,432.033,12.398,467.999
58,"SHA-2_256-bit, robust",21.214,431.060,12.098,464.372
59,"SHA-2_256-bit, robust",21.151,432.247,12.375,465.773
60,"SHA-2_256-bit, robust",21.166,430.858,11.700,463.724
61,"SHA-2_256-bit, robust",21.058,429.961,11.575,462.594
62,"SHA-2_256-bit, robust",20.960,442.324,12.206,475.490
63,"SHA-2_256-bit, robust",20.980,440.319,11.598,472.897
64,"SHA-2_256-bit, robust",22.054,432.565,11.689,466.308
65,"SHA-2_256-bit, robust",23.343,436.125,11.884,471.352
66,"SHA-2_256-bit, robust",21.105,430.933,11.983,464.021
67,"SHA-2_256-bit, robust",21.059,431.005,11.733,463.797
68,"SHA-2_256-bit, robust",21.004,431.713,11.552,464.269
69,"SHA-2_256-bit, robust",21.047,430.441,11.687,463.175
70,"SHA-2_256-bit, robust",22.312,430.000,11.695,464.006
71,"SHA-2_256-bit, robust",20.904,429.977,11.567,462.448
72,"SHA-2_256-bit, robust",21.177,430.210,11.994,463.381
73,"SHA-2_256-bit, robust",20.925,433.125,15.629,469.679
74,"SHA-2_256-bit, robust",27.996,444.593,11.922,484.511
75,"SHA-2_256-bit, robust",21.138,430.713,11.524,463.376
76,"SHA-2_256-bit, robust",21.122,430.250,11.677,463.049
77,"SHA-2_256-bit, robust",20.906,428.316,13.215,462.437
78,"SHA-2_256-bit, robust",20.941,428.886,11.900,461.727
79,"SHA-2_256-bit, robust",21.035,430.586,11.603,463.224
80,"SHA-2_256-bit, robust",21.049,430.657,12.066,463.772
81,"SHA-2_256-bit, robust",20.948,431.587,12.026,464.562
82,"SHA-2_256-bit, robust",22.864,455.144,11.795,489.803
83,"SHA-2_256-bit, robust",21.036,430.585,11.999,463.620
84,"SHA-2_256-bit, robust",20.883,431.625,11.793,464.301
85,"SHA-2_256-bit, robust",20.969,434.262,11.655,466.886
86,"SHA-2_256-bit, robust",20.895,430.072,11.973,462.941
87,"SHA-2_256-bit, robust",20.963,431.580,11.954,464.497
88,"SHA-2_256-bit, robust",21.145,430.730,11.782,463.657
89,"SHA-2_256-bit, robust",20.954,430.022,11.609,462.584
90,"SHA-2_256-bit, robust",20.949,431.264,11.873,464.086
91,"SHA-2_256-bit, robust",21.389,450.482,11.834,483.704
92,"SHA-2_256-bit, robust",21.097,431.131,11.722,463.950
93,"SHA-2_256-bit, robust",21.086,430.781,11.485,463.352
94,"SHA-2_256-bit, robust",21.015,429.021,11.908,461.943
95,"SHA-2_256-bit, robust",22.329,429.322,12.074,463.725
96,"SHA-2_256-bit, robust",20.961,430.102,11.384,462.446
97,"SHA-2_256-bit, robust",20.997,431.171,11.434,463.601
98,"SHA-2_256-bit, robust",20.945,430.256,12.246,463.448
99,"SHA-2_256-bit, robust",23.097,454.279,12.059,489.435
100,"SHA-2_256-bit, robust",21.061,431.732,12.055,464.849
