Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
27,"SHA-2 256-bit, standard, robust",328.381,3948.985,5.353,4282.718
28,"SHA-2 256-bit, standard, robust",326.131,3922.157,5.634,4253.921
29,"SHA-2 256-bit, standard, robust",324.134,3950.473,5.535,4280.142
30,"SHA-2 256-bit, standard, robust",325.438,3949.253,5.562,4280.252
31,"SHA-2 256-bit, standard, robust",325.321,3919.993,5.410,4250.724
32,"SHA-2 256-bit, standard, robust",322.788,3949.030,5.574,4277.391
33,"SHA-2 256-bit, standard, robust",324.701,3934.417,5.347,4264.465
34,"SHA-2 256-bit, standard, robust",322.628,3915.833,5.444,4243.904
35,"SHA-2 256-bit, standard, robust",325.822,3916.028,5.693,4247.543
36,"SHA-2 256-bit, standard, robust",327.097,3916.868,5.556,4249.521
37,"SHA-2 256-bit, standard, robust",322.679,3933.969,5.604,4262.251
38,"SHA-2 256-bit, standard, robust",322.158,3923.276,5.469,4250.904
39,"SHA-2 256-bit, standard, robust",324.017,3943.541,5.790,4273.348
40,"SHA-2 256-bit, standard, robust",325.936,3959.058,5.632,4290.626
41,"SHA-2 256-bit, standard, robust",329.216,3946.565,5.433,4281.213
42,"SHA-2 256-bit, standard, robust",329.409,3972.611,5.506,4307.526
43,"SHA-2 256-bit, standard, robust",325.413,3917.775,5.511,4248.700
44,"SHA-2 256-bit, standard, robust",322.166,3918.812,5.634,4246.612
45,"SHA-2 256-bit, standard, robust",322.688,3933.219,5.433,4261.341
46,"SHA-2 256-bit, standard, robust",325.438,3913.369,5.838,4244.645
47,"SHA-2 256-bit, standard, robust",324.864,3932.158,5.615,4262.636
48,"SHA-2 256-bit, standard, robust",322.738,3924.691,5.559,4252.988
49,"SHA-2 256-bit, standard, robust",324.892,3953.633,5.596,4284.121
50,"SHA-2 256-bit, standard, robust",334.045,3969.124,5.969,4309.137
51,"SHA-2 256-bit, standard, robust",325.516,3962.157,5.720,4293.393
52,"SHA-2 256-bit, standard, robust",326.636,3928.214,5.520,4260.369
53,"SHA-2 256-bit, standard, robust",323.160,3931.129,6.358,4260.647
54,"SHA-2 256-bit, standard, robust",325.024,3913.923,5.610,4244.558
55,"SHA-2 256-bit, standard, robust",323.219,3919.788,5.932,4248.939
56,"SHA-2 256-bit, standard, robust",323.167,3931.126,5.470,4259.764
57,"SHA-2 256-bit, standard, robust",324.733,3981.057,5.511,4311.301
58,"SHA-2 256-bit, standard, robust",325.381,3930.368,5.562,4261.311
59,"SHA-2 256-bit, standard, robust",325.103,3961.650,5.765,4292.518
60,"SHA-2 256-bit, standard, robust",325.057,3950.687,5.739,4281.483
61,"SHA-2 256-bit, standard, robust",323.426,3935.437,5.529,4264.392
62,"SHA-2 256-bit, standard, robust",322.926,3940.939,5.655,4269.520
63,"SHA-2 256-bit, standard, robust",330.213,3932.896,5.972,4269.081
64,"SHA-2 256-bit, standard, robust",323.576,3945.802,5.454,4274.832
65,"SHA-2 256-bit, standard, robust",323.349,3932.687,5.760,4261.797
66,"SHA-2 256-bit, standard, robust",324.010,3918.572,5.529,4248.111
67,"SHA-2 256-bit, standard, robust",325.247,3921.898,5.405,4252.550
68,"SHA-2 256-bit, standard, robust",322.361,3912.817,5.625,4240.803
69,"SHA-2 256-bit, standard, robust",325.032,3949.194,5.378,4279.604
70,"SHA-2 256-bit, standard, robust",334.765,3938.787,5.795,4279.347
71,"SHA-2 256-bit, standard, robust",329.518,3978.419,5.778,4313.715
72,"SHA-2 256-bit, standard, robust",325.390,3951.988,5.914,4283.292
73,"SHA-2 256-bit, standard, robust",324.790,3941.635,5.741,4272.167
74,"SHA-2 256-bit, standard, robust",324.679,3936.842,5.659,4267.180
75,"SHA-2 256-bit, standard, robust",322.501,3912.337,5.571,4240.409
76,"SHA-2 256-bit, standard, robust",327.464,3916.385,5.706,4249.554
77,"SHA-2 256-bit, standard, robust",324.533,3954.569,5.676,4284.779
78,"SHA-2 256-bit, standard, robust",328.055,3974.778,5.537,4308.370
79,"SHA-2 256-bit, standard, robust",322.776,3943.271,5.554,4271.602
80,"SHA-2 256-bit, standard, robust",324.145,3933.833,6.558,4264.537
81,"SHA-2 256-bit, standard, robust",322.660,3959.052,5.374,4287.086
82,"SHA-2 256-bit, standard, robust",324.339,3950.953,5.747,4281.039
83,"SHA-2 256-bit, standard, robust",326.852,4001.076,5.633,4333.560
84,"SHA-2 256-bit, standard, robust",324.170,3920.332,5.615,4250.117
85,"SHA-2 256-bit, standard, robust",322.534,3932.165,5.465,4260.164
86,"SHA-2 256-bit, standard, robust",323.686,3957.082,5.748,4286.515
87,"SHA-2 256-bit, standard, robust",324.084,3929.403,5.818,4259.304
88,"SHA-2 256-bit, standard, robust",323.819,3941.013,5.614,4270.446
89,"SHA-2 256-bit, standard, robust",324.207,3924.404,5.543,4254.154
90,"SHA-2 256-bit, standard, robust",327.285,3949.644,5.634,4282.563
91,"SHA-2 256-bit, standard, robust",325.340,3955.950,5.991,4287.280
92,"SHA-2 256-bit, standard, robust",326.084,3932.259,5.668,4264.011
93,"SHA-2 256-bit, standard, robust",321.840,3957.234,5.850,4284.923
94,"SHA-2 256-bit, standard, robust",324.760,3937.100,5.656,4267.516
95,"SHA-2 256-bit, standard, robust",324.012,3927.268,5.485,4256.764
96,"SHA-2 256-bit, standard, robust",323.739,3940.807,5.497,4270.043
97,"SHA-2 256-bit, standard, robust",323.240,3915.059,5.403,4243.702
98,"SHA-2 256-bit, standard, robust",322.702,3912.066,5.730,4240.498
99,"SHA-2 256-bit, standard, robust",326.762,3914.244,5.628,4246.634
100,"SHA-2 256-bit, standard, robust",322.468,3919.137,5.600,4247.205
