Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
46,"SHA-2_128-bit, standard_robust",261.157,2226.846,2.715,2490.718
47,"SHA-2_128-bit, standard_robust",271.588,2230.411,2.274,2504.273
48,"SHA-2_128-bit, standard_robust",261.879,2247.092,2.196,2511.167
49,"SHA-2_128-bit, standard_robust",261.527,2221.381,2.103,2485.011
50,"SHA-2_128-bit, standard_robust",263.198,2237.486,2.070,2502.754
51,"SHA-2_128-bit, standard_robust",262.229,2239.345,1.990,2503.564
52,"SHA-2_128-bit, standard_robust",263.238,2226.284,2.205,2491.728
53,"SHA-2_128-bit, standard_robust",262.473,2251.443,2.268,2516.184
54,"SHA-2_128-bit, standard_robust",261.585,2231.380,2.135,2495.101
55,"SHA-2_128-bit, standard_robust",261.098,2225.637,2.245,2488.980
56,"SHA-2_128-bit, standard_robust",261.235,2239.235,2.092,2502.562
57,"SHA-2_128-bit, standard_robust",262.086,2223.859,2.131,2488.076
58,"SHA-2_128-bit, standard_robust",264.771,2259.311,2.102,2526.184
59,"SHA-2_128-bit, standard_robust",262.548,2279.800,2.111,2544.459
60,"SHA-2_128-bit, standard_robust",264.003,2238.291,2.222,2504.517
61,"SHA-2_128-bit, standard_robust",264.399,2268.065,2.167,2534.632
62,"SHA-2_128-bit, standard_robust",261.995,2240.352,2.091,2504.438
63,"SHA-2_128-bit, standard_robust",262.559,2255.283,2.065,2519.907
64,"SHA-2_128-bit, standard_robust",262.910,2255.247,2.053,2520.209
65,"SHA-2_128-bit, standard_robust",261.869,2224.237,2.221,2488.327
66,"SHA-2_128-bit, standard_robust",263.531,2246.337,2.098,2511.966
67,"SHA-2_128-bit, standard_robust",262.739,2255.808,2.076,2520.623
68,"SHA-2_128-bit, standard_robust",262.111,2231.036,2.190,2495.337
69,"SHA-2_128-bit, standard_robust",261.355,2252.246,2.171,2515.772
70,"SHA-2_128-bit, standard_robust",264.339,2232.357,2.277,2498.973
71,"SHA-2_128-bit, standard_robust",260.644,2218.912,2.162,2481.717
72,"SHA-2_128-bit, standard_robust",260.870,2245.619,2.361,2508.850
73,"SHA-2_128-bit, standard_robust",262.321,2220.629,2.088,2485.037
74,"SHA-2_128-bit, standard_robust",261.560,2245.985,2.218,2509.763
75,"SHA-2_128-bit, standard_robust",261.016,2248.911,2.091,2512.018
76,"SHA-2_128-bit, standard_robust",262.085,2242.472,2.147,2506.704
77,"SHA-2_128-bit, standard_robust",263.393,2247.830,2.120,2513.343
78,"SHA-2_128-bit, standard_robust",261.637,2240.739,2.103,2504.479
79,"SHA-2_128-bit, standard_robust",261.632,2225.139,2.100,2488.870
80,"SHA-2_128-bit, standard_robust",264.432,2267.405,2.101,2533.939
81,"SHA-2_128-bit, standard_robust",262.913,2226.671,2.183,2491.767
82,"SHA-2_128-bit, standard_robust",271.136,2249.672,2.190,2522.997
83,"SHA-2_128-bit, standard_robust",267.762,2256.662,1.924,2526.348
84,"SHA-2_128-bit, standard_robust",262.131,2229.537,2.037,2493.705
85,"SHA-2_128-bit, standard_robust",262.624,2252.314,2.001,2516.938
86,"SHA-2_128-bit, standard_robust",261.787,2250.542,2.070,2514.399
87,"SHA-2_128-bit, standard_robust",262.059,2229.043,2.170,2493.272
88,"SHA-2_128-bit, standard_robust",261.248,2227.345,2.060,2490.652
89,"SHA-2_128-bit, standard_robust",261.345,2224.914,1.970,2488.229
90,"SHA-2_128-bit, standard_robust",266.555,2224.189,2.068,2492.812
91,"SHA-2_128-bit, standard_robust",261.273,2249.660,2.132,2513.066
92,"SHA-2_128-bit, standard_robust",261.462,2225.945,2.134,2489.541
93,"SHA-2_128-bit, standard_robust",263.893,2236.066,2.129,2502.088
94,"SHA-2_128-bit, standard_robust",262.087,2230.449,2.003,2494.539
95,"SHA-2_128-bit, standard_robust",261.448,2223.587,2.094,2487.130
96,"SHA-2_128-bit, standard_robust",262.085,2268.062,2.087,2532.234
97,"SHA-2_128-bit, standard_robust",262.284,2220.412,2.064,2484.760
98,"SHA-2_128-bit, standard_robust",277.094,2231.105,2.068,2510.267
99,"SHA-2_128-bit, standard_robust",261.306,2220.978,2.142,2484.426
100,"SHA-2_128-bit, standard_robust",262.483,2219.085,2.134,2483.702
